Scheme Code,Division Code,Division Description,Treasury Code,Treasury,Grant Number,Grant Head Description,Major Head Code,Major Head Description,Scheme Code Description,Standard Object Code,Standard Object Description,Plan / Non-Plan,Voted / Charged,fiscal_year,Progressive Allotment,Actual Progressive Expenditure upto month (October),Provisional Current Month Expenditure(November),Total Expenditure Upto Month (November),% A/E,overall expenditure,excess
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,346500000,346500000.0,0,346500000.0,100.0,346500000.0,0.0
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,346500000,346500000.0,0,346500000.0,100.0,346500000.0,0.0
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,346500000,346500000.0,0,346500000.0,100.0,346500000.0,0.0
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,346500000,346500000.0,0,346500000.0,100.0,346500000.0,0.0
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,346500000,346500000.0,0,346500000.0,100.0,346500000.0,0.0
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,346500000,346500000.0,0,346500000.0,100.0,346500000.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012033300,4300.0,LUCKNOW COLL.,46.0,SITAPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,125000,125000.0,0,125000.0,100.0,125000.0,0.0
4202012020400,800.0,AGRA,9.0,MAINPURI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,11013000,11013000.0,0,11013000.0,100.0,11013000.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012020400,1100.0,BAREILLY,13.0,BADAUN,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,45000000,45000000.0,0,45000000.0,100.0,45000000.0,0.0
4202012020500,2600.0,BANDA,25.0,SADAR TRY-HMRPR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2019-2020,17536000,17536000.0,0,17536000.0,100.0,17536000.0,0.0
4202012020400,2600.0,BANDA,26.0,BANDA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,7325000,7325000.0,0,7325000.0,100.0,7325000.0,0.0
4202012021600,2600.0,BANDA,26.0,BANDA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,वर्तमान जिला राजकीय पुस्तकालय,25,लघु निर्माण कार्य,N,V,2019-2020,321500,321500.0,0,321500.0,100.0,321500.0,0.0
4202012021300,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2019-2020,299736,299736.0,0,299736.0,100.0,299736.0,0.0
4202012021600,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,वर्तमान जिला राजकीय पुस्तकालय,25,लघु निर्माण कार्य,N,V,2019-2020,198500,198500.0,0,198500.0,100.0,198500.0,0.0
4202012021700,1100.0,BAREILLY,13.0,BADAUN,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012021700,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,25000000,25000000.0,0,25000000.0,100.0,25000000.0,0.0
4202012020500,1100.0,BAREILLY,15.0,SHAHJAHANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2019-2020,45624000,45624000.0,0,45624000.0,100.0,45624000.0,0.0
4202012020400,1100.0,BAREILLY,11.0,BAREILLY,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,13000000,13000000.0,0,13000000.0,100.0,13000000.0,0.0
4202012021700,3400.0,AZAMGARH,31.0,BALLIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,2500000,2500000.0,0,2500000.0,100.0,2500000.0,0.0
4202012033300,1100.0,BAREILLY,15.0,SHAHJAHANPUR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,125000,0.0,0,0.0,0.0,0.0,0.0
4202012033300,1100.0,BAREILLY,11.0,BAREILLY,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,125000,0.0,0,0.0,0.0,0.0,0.0
4202012033300,1100.0,BAREILLY,13.0,BADAUN,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,125000,125000.0,0,125000.0,100.0,125000.0,0.0
4202012021700,3300.0,BASTI,80.0,SANT KABIR NAGR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012020600,3300.0,BASTI,33.0,BASTI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2019-2020,4000000,4000000.0,0,4000000.0,100.0,4000000.0,0.0
4202012020500,3300.0,BASTI,33.0,BASTI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2019-2020,15000000,15000000.0,0,15000000.0,100.0,15000000.0,0.0
4202012033300,3300.0,BASTI,67.0,SIDDHARTH NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,125000,125000.0,0,125000.0,100.0,125000.0,0.0
4202012033000,3300.0,BASTI,67.0,SIDDHARTH NAGAR,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"सिद्धार्थ विश्वविद्यालय , कपिलवस्तु , सिद्धार्थनगर",24,वृहत् निर्माण कार्य,N,V,2019-2020,196975000,196975000.0,0,196975000.0,100.0,196975000.0,0.0
4202012020500,3400.0,AZAMGARH,31.0,BALLIA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,"राजकीय उ.मा.विद्यालयों का भवन निर्माण, विस्तार, विद्युतीकरण एवं भूमि/भवन क्रय (जिला योजना)",24,वृहत् निर्माण कार्य,N,V,2019-2020,6348000,6348000.0,0,6348000.0,100.0,6348000.0,0.0
4202012033300,3400.0,AZAMGARH,34.0,AZAMGARH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,250000,250000.0,0,250000.0,100.0,250000.0,0.0
4202012030800,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"अरबी फारसी विश्वविद्यालय, लखनऊ",24,वृहत् निर्माण कार्य,N,V,2019-2020,100000000,100000000.0,0,100000000.0,100.0,100000000.0,0.0
4202012020900,2200.0,ALLAHABAD,64.0,ALLAHABAD II,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,माध्यमिक शिक्षा निदेशालय का अधिष्ठान,25,लघु निर्माण कार्य,N,V,2019-2020,299292,299292.0,0,299292.0,100.0,299292.0,0.0
4202012021700,800.0,AGRA,68.0,FIROZABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,15000000,15000000.0,0,15000000.0,100.0,15000000.0,0.0
4202012021700,800.0,AGRA,6.0,ALIGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012033300,800.0,AGRA,8.0,AGRA,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,125000,0.0,0,0.0,0.0,0.0,0.0
4202012021600,800.0,AGRA,9.0,MAINPURI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,वर्तमान जिला राजकीय पुस्तकालय,25,लघु निर्माण कार्य,N,V,2019-2020,495000,495000.0,0,495000.0,100.0,495000.0,0.0
4202012021600,800.0,AGRA,6.0,ALIGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,वर्तमान जिला राजकीय पुस्तकालय,25,लघु निर्माण कार्य,N,V,2019-2020,500000,500000.0,0,500000.0,100.0,500000.0,0.0
4202012021500,800.0,AGRA,8.0,AGRA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,केन्द्रीय राज्य पुस्तकालय,25,लघु निर्माण कार्य,N,V,2019-2020,413000,413000.0,0,413000.0,100.0,413000.0,0.0
4202012021700,800.0,AGRA,8.0,AGRA,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012021700,2200.0,ALLAHABAD,22.0,ALLAHABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012021300,2200.0,ALLAHABAD,22.0,ALLAHABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2019-2020,0,0.0,0,0.0,0.0,0.0,0.0
4202012030500,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,कतिपय राजकीय महाविद्यालय़ों के निर्माणाधीन भवनों को पूर्ण किया जाना,24,वृहत् निर्माण कार्य,N,V,2019-2020,530000000,530000000.0,0,530000000.0,100.0,530000000.0,0.0
4202012021300,2200.0,ALLAHABAD,64.0,ALLAHABAD II,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2019-2020,298785,298785.0,0,298785.0,100.0,298785.0,0.0
4202012021700,2200.0,ALLAHABAD,53.0,PRATAPGARH,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,10000000,10000000.0,0,10000000.0,100.0,10000000.0,0.0
4202012031500,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय महाविद्यालयों में आधारभूत सुविधाओं हेतु व्यवस्था,26,मशीनें और सज्जा /उपकरण और संयंत्र,N,V,2019-2020,20000000,20000000.0,0,20000000.0,100.0,20000000.0,0.0
4202012030900,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,"राजकीय महाविद्यालयों के भवनों का निर्माण, विस्तार एवं विद्युतीकरण",24,वृहत् निर्माण कार्य,N,V,2019-2020,50000000,50000000.0,0,50000000.0,100.0,50000000.0,0.0
4202012031000,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,ई-बुक्स का क्रय / ई-लाइब्रेरी की स्थापना,47,कम्प्यूटर अनुरक्षण/तत्सम्बन्धी स्टेशनरी का क्रय,N,V,2019-2020,1000000,1000000.0,0,1000000.0,100.0,1000000.0,0.0
4202012031900,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयों में आधारभूत सुविधाओं का विस्तार,24,वृहत् निर्माण कार्य,N,V,2019-2020,6155000,6155000.0,0,6155000.0,100.0,6155000.0,0.0
4202012033100,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,जनपद इलाहाबाद में राज्य विश्वविद्यालय की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,250000000,250000000.0,0,250000000.0,100.0,250000000.0,0.0
4202012030400,2200.0,ALLAHABAD,64.0,ALLAHABAD II,73,शिक्षा विभाग (उच्च शिक्षा),4202,,नये राजकीय महाविद्यालयो की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,250000000,250000000.0,0,250000000.0,100.0,250000000.0,0.0
4202012020600,4900.0,FAIZABAD,52.0,SULTANPUR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2019-2020,2916000,2916000.0,0,2916000.0,100.0,2916000.0,0.0
4202012020400,4900.0,FAIZABAD,49.0,FAIZABAD,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय उच्चतर माध्यमिक विद्यालयों की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,5000000,5000000.0,0,5000000.0,100.0,5000000.0,0.0
4202012021600,4900.0,FAIZABAD,54.0,BARABANKI,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,वर्तमान जिला राजकीय पुस्तकालय,25,लघु निर्माण कार्य,N,V,2019-2020,500000,500000.0,0,500000.0,100.0,500000.0,0.0
4202012030201,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,मॉडल डिग्री कालेजों की स्थापना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,244395600,244395600.0,0,244395600.0,100.0,244395600.0,0.0
4202012021500,2300.0,JHANSI-MAIN,23.0,JHANSI-MAIN,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,केन्द्रीय राज्य पुस्तकालय,25,लघु निर्माण कार्य,N,V,2019-2020,196000,196000.0,0,196000.0,100.0,196000.0,0.0
4202012021300,2000.0,KANPUR NAGAR,20.0,KANPUR NAGAR,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2019-2020,0,0.0,0,0.0,0.0,0.0,0.0
4202012021300,2000.0,KANPUR NAGAR,62.0,KANPUR DEHAT,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय माध्यमिक विद्यालय (बालक/बालिका),25,लघु निर्माण कार्य,N,V,2019-2020,-300000,0.0,0,0.0,0.0,0.0,0.0
4202012033300,2000.0,KANPUR NAGAR,19.0,ETAWAH,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राजकीय उपाधि महाविद्यालय,25,लघु निर्माण कार्य,N,V,2019-2020,125000,125000.0,0,125000.0,100.0,125000.0,0.0
4202012021700,2000.0,KANPUR NAGAR,62.0,KANPUR DEHAT,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,राजकीय इण्टर कालेज की स्थापना,24,वृहत् निर्माण कार्य,N,V,2019-2020,10000000,10000000.0,0,10000000.0,100.0,10000000.0,0.0
4202012020600,2000.0,KANPUR NAGAR,84.0,KANNAUJ,72,शिक्षा विभाग (माध्यमिक शिक्षा),4202,,जिला स्तर पर शिक्षा कार्यालय तथा आवासीय भवनों का निर्माण (जिला योजना),24,वृहत् निर्माण कार्य,N,V,2019-2020,3000000,3000000.0,0,3000000.0,100.0,3000000.0,0.0
4202012030203,4300.0,LUCKNOW COLL.,60.0,LUCKNOW-JB,73,शिक्षा विभाग (उच्च शिक्षा),4202,,राज्य विश्वविद्यालयो में आधारभूत सुविधाएं उपलब्ध कराया जाना (के.60/रा.40-के.+रा.),24,वृहत् निर्माण कार्य,N,V,2019-2020,346500000,346500000.0,0,346500000.0,100.0,346500000.0,0.0
